,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,No Stopwords Abstract,TFIDF Keywords
1016,Nial N.; Parashar P.,"Nial, Naresh (58884381800); Parashar, Pranay (58885217800)",58884381800; 58885217800,A comparative study on sustainability standards with specific reference to GRI standards and BRSR framework,2024,International Journal of Quality and Reliability Management,,,,,,,0,10.1108/IJQRM-02-2023-0028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184864453&doi=10.1108%2fIJQRM-02-2023-0028&partnerID=40&md5=ee24b2a111d99ba6da30778b9909840d,"Purpose: The main objective of the study was to compare Business Responsibility and Sustainability Report (BRSR) norms with Global Reporting Initiative (GRI) standards, so as to establish whether BRSR norms match the global standards and best practices or not. Additionally, an effort was made to ascertain and highlight areas where BRSR norms are more comprehensive, just match, or require further refinement to be at par with the GRI standards. The study highlights the similarities and dissimilarities between the internationally accepted GRI standards and the BRSR framework; thereby suggesting areas of improvement for the BRSR framework. Design/methodology/approach: Scrutinised all the 36 standards of the Global reporting initiative and BRSR format and guidelines of the Securities Exchange Board of India. The Content Analysis Technique was used to ascertain the percentages of similarities between the two frameworks. Findings: The content analysis found that there are 52.30% similarities between BRSR norms and GRI standards. Further, this study shows the factors that led to the dissimilarities between BRSR and GRI standards. This study found 18 areas where BRSR is more informative than GRI, and 7 areas where BRSR could be further refined. Originality/value: This study contributes to research in the sustainability reporting framework to be adopted by Indian listed companies. There are a few Indian listed companies who are already reporting as per the GRI framework and might perceive the BRSR as a separate reporting altogether. But as found in this study, more than half of the BRSR framework is similar to the GRI framework; thus, half the work is almost done. As such this study helps Indian firms in developing an understanding of the BRSR and puts in perspective its standing among global sustainability reporting standards. This study shall help institutional investors, rating agencies, and external assurers to better visualize an Indian entity, by referring to its Business Responsibility and Sustainability Reporting. © 2024, Emerald Publishing Limited.",BRSR; ESG reporting standards; GRI; Sustainability reporting; Sustainability reporting standards,,Article,Article in press,,Scopus,2-s2.0-85184864453,purpose main objective study was compare business responsibility sustainability report brsr norms global reporting initiative gri standards so establish whether brsr norms match global standards practices not effort was made ascertain highlight areas where brsr norms are more comprehensive just match require further refinement par gri standards study highlights similarities dissimilarities between internationally accepted gri standards brsr framework thereby suggesting areas improvement brsr framework design methodology approach scrutinised all standards global reporting initiative brsr format guidelines securities exchange board india content analysis technique was used ascertain percentages similarities between two frameworks findings content analysis found are similarities between brsr norms gri standards further study factors led dissimilarities between brsr gri standards study found areas where brsr more informative than gri areas where brsr further refined originality value study contributes research sustainability reporting framework adopted indian listed companies are few indian listed companies who are already reporting per gri framework might perceive brsr separate reporting altogether but found study more than half brsr framework similar gri framework thus half work almost done such study helps indian firms developing understanding brsr puts perspective its standing global sustainability reporting standards study help institutional investors rating agencies external assurers better visualize indian entity referring its business responsibility sustainability reporting © emerald publishing limited,"['gri standards', 'brsr norms', 'standards study', 'where brsr', 'brsr framework']"
1017,Nandi A.; Agarwala N.; Sahu T.N.,"Nandi, Ankita (58755801700); Agarwala, Nidhi (57769616900); Sahu, Tarak Nath (56654985400)",58755801700; 57769616900; 56654985400,Can Corporate Governance and Sustainability Policies Drive CSR Performance? An Empirical Study,2024,Asia-Pacific Financial Markets,,,,,,,0,10.1007/s10690-024-09446-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185107241&doi=10.1007%2fs10690-024-09446-x&partnerID=40&md5=c3846b203f649e09591c2cd80c450187,"This study investigates how board and audit committee characteristics, alongside sustainable policies, influence corporate social responsibility (CSR) performance (Total ESG Score). We also evaluate their individual effects on environmental, social, and governance ratings. Our research focuses on non-financial firms in India’s Nifty 500 index. We employ panel data analysis, utilising information sourced from annual reports and Bloomberg. The research outcomes state that, CSR performance is positively impacted by board size as well as the implementation of social and environmental policies. Larger and more independent audit committees, on the contrary, appear to have a negative impact on CSR outcomes. Surprisingly, CSR success did not significantly correlate with either gender’s diversity or independence of the board. © The Author(s), under exclusive licence to Springer Japan KK, part of Springer Nature 2024.",Audit Committee Characteristics; Board Characteristics; Corporate Social Responsibility; Dynamic Panel Data Analysis; Environmental and Social Policies,,Article,Article in press,,Scopus,2-s2.0-85185107241,study investigates how board audit committee characteristics alongside sustainable policies influence corporate social responsibility csr performance total esg score evaluate individual effects environmental social governance ratings research focuses non financial firms india’s nifty index employ panel data analysis utilising information sourced annual reports bloomberg research outcomes state csr performance positively impacted board size well implementation social environmental policies larger more independent audit committees contrary appear have negative impact csr outcomes surprisingly csr success did not significantly correlate either gender’s diversity independence board © author s under exclusive licence springer japan kk part springer nature,"['csr performance', 'positively impacted', 'policies larger', 'policies influence', 'performance total']"
1018,Elamer A.A.; Boulhaga M.,"Elamer, Ahmed A. (57200727964); Boulhaga, Mounia (57796838700)",57200727964; 57796838700,ESG controversies and corporate performance: The moderating effect of governance mechanisms and ESG practices,2024,Corporate Social Responsibility and Environmental Management,,,,,,,6,10.1002/csr.2749,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186236409&doi=10.1002%2fcsr.2749&partnerID=40&md5=d45b6ed1952e63e7e0281419ef0ae38e,"This paper investigates the relationship between Environmental, Social, and Governance (ESG) controversies and firm performance, examining the moderating influences of corporate governance structures and ESG practices. Utilizing quantitative methods, we analyze data from 5360 firm-year observations. Our findings reveal a significant negative relation between ESG controversies and firm performance. However, well-defined corporate governance frameworks and internal ESG strategies mitigate these adverse impacts and can transform these controversies into growth opportunities and reputation enhancement. A comparative analysis involving the United Kingdom and other European Union nations highlights the influence of geographical and regulatory contexts in shaping this dynamic. These results offer valuable insights for policymakers, corporate strategists, and investors, emphasizing the role of governance in navigating ESG controversies and enhancing firm resilience and adaptability. The study contributes to the sustainability field by providing a nuanced understanding of the interaction between ESG controversies, corporate governance, and firm performance. © 2024 The Authors. Corporate Social Responsibility and Environmental Management published by ERP Environment and John Wiley & Sons Ltd.",board Independence; ESG controversies; ESG practices; firm performance; gender diversity; sustainable development,,Article,Article in press,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85186236409,paper investigates relationship between environmental social governance esg controversies firm performance examining moderating influences corporate governance structures esg practices utilizing quantitative methods analyze data firm year observations findings reveal significant negative relation between esg controversies firm performance well defined corporate governance frameworks internal esg strategies mitigate these adverse impacts can transform these controversies into growth opportunities reputation enhancement comparative analysis involving united kingdom other european union nations highlights influence geographical regulatory contexts shaping dynamic these results offer valuable insights policymakers corporate strategists investors emphasizing role governance navigating esg controversies enhancing firm resilience adaptability study contributes sustainability field providing nuanced understanding interaction between esg controversies corporate governance firm performance © authors corporate social responsibility environmental management published erp environment john wiley sons ltd,"['esg controversies', 'corporate governance', 'firm performance', 'between esg', 'controversies firm']"
1019,Lin B.; Li B.; Zhang D.,"Lin, Binghong (58950001800); Li, Bingxiang (56129914300); Zhang, Dan (57198599673)",58950001800; 56129914300; 57198599673,"ESG implementation, public environmental concern, and corporate green technology innovation: analysis based on the background of China's ""Dual Carbon"" targets",2024,"Environment, Development and Sustainability",,,,,,,0,10.1007/s10668-024-04670-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188322010&doi=10.1007%2fs10668-024-04670-x&partnerID=40&md5=398036ed5b899226d5bb2605969715f8,"In the context of China achieving ""Dual Carbon"" targets, We take our sample of A-share listed companies from 2015 to 2022 to analyze the impact of ESG implementation on corporate green technology innovation. Baidu search index is used to measure public environmental concern and test its moderating effect on the relationship between the two mentioned above. The results show that ESG implementation can significantly promote corporate green technology innovation, and public environmental concern will enhance the promotion effect. Heterogeneity test shows that in non-state-owned companies, companies that hire international ""Big Four"" audit firms, companies that implement equity incentives, companies in the eastern region, companies in regions with higher marketization level, and companies in regions with higher level of Confucian culture embedding, the promotion effect of ESG implementation on corporate green technology innovation is more significant. Further mechanism test shows that ESG implementation mainly promotes corporate green technology innovation by alleviating financing constraints through ""resource effect"" channel, increasing R&D investment through ""anchoring effect"" channel, and inhibiting inefficient investment through ""governance effect"" channel. The results of this study provide a useful reference for clarifying the mechanism of ESG implementation and public environmental concern in promoting corporate green technology innovation, so as to promote the realization of the ""Dual Carbon"" targets. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.","""Dual Carbon"" targets; ESG implementation; Green technology innovation; Public environmental concern; Sustainable development",,Article,Article in press,,Scopus,2-s2.0-85188322010,context china achieving dual carbon targets take sample share listed companies analyze impact esg implementation corporate green technology innovation baidu search index used measure public environmental concern test its moderating effect relationship between two mentioned above results show esg implementation can significantly promote corporate green technology innovation public environmental concern will enhance promotion effect heterogeneity test non state owned companies companies hire international big four audit firms companies implement equity incentives companies eastern region companies regions higher marketization level companies regions higher level confucian culture embedding promotion effect esg implementation corporate green technology innovation more significant further mechanism test esg implementation mainly promotes corporate green technology innovation alleviating financing constraints through resource effect channel increasing r d investment through anchoring effect channel inhibiting inefficient investment through governance effect channel results study provide useful reference clarifying mechanism esg implementation public environmental concern promoting corporate green technology innovation so promote realization dual carbon targets © author s under exclusive licence springer nature v,"['green technology', 'esg implementation', 'corporate green', 'technology innovation', 'public environmental']"
1020,Chen M.-H.; Wu Y.-H.,"Chen, Mei-Hui (58889266400); Wu, Yan-Hui (57196069132)",58889266400; 57196069132,The Association Among ESG External Assurance、Negative Media Coverage of Social Responsibility and Cost of Debt Capital; [ESG 第三方確信、負面社會責任新聞報導與債務資金成本間之關聯性],2024,Journal of Accounting Review,78,1,,1,44,43.0,0,10.6552/JOAR.202401_(78).0001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185183195&doi=10.6552%2fJOAR.202401_%2878%29.0001&partnerID=40&md5=60d60110e76e34613ee55215732fc94a,"Stakeholders are increasingly interested in ESG (Environment, Social, and Governance) issues, while ESG reporting can help stakeholders assess risks and business performance in a company. We take Taiwan-listed companies from 2014 to 2021 as samples to explore whether sustainability reporting and external assurance can influence the cost of debt. Further, how the media coverage of negative social responsibility news moderates the relationship between sustainability reporting and the cost of debt is investigated. Our empirical results indicate that the cost of debt for firms that issue sustainability reports with external assurance is lower than others, which may be associated with the reduction of information asymmetry between a firm and its stakeholders. However, the media coverage of negative social responsibility news will increase the cost of debt, suggesting that negative social responsibility news matters to creditors. Overall, our findings stress the importance of companies issuing sustainability reports and external assurance. © 2024 Journal Of Accounting Review. All rights reserved.",Cost of debt; External assurance; Negative media coverage; Sustainability report,,Article,Final,,Scopus,2-s2.0-85185183195,stakeholders are increasingly interested esg environment social governance issues while esg reporting can help stakeholders assess risks business performance company take taiwan listed companies samples explore whether sustainability reporting external assurance can influence cost debt further how media coverage negative social responsibility news moderates relationship between sustainability reporting cost debt investigated empirical results indicate cost debt firms issue sustainability reports external assurance lower than others which associated reduction information asymmetry between firm its stakeholders media coverage negative social responsibility news will increase cost debt suggesting negative social responsibility news matters creditors overall findings stress importance companies issuing sustainability reports external assurance © journal accounting review all rights reserved,"['cost debt', 'responsibility news', 'external assurance', 'negative social', 'social responsibility']"
1021,Sakanga L.M.; Mwanaumo E.M.; Thwala W.D.,"Sakanga, Lubinda M. (57219914667); Mwanaumo, Erastus M. (57201299144); Thwala, Wellington D. (15728526800)",57219914667; 57201299144; 15728526800,Regulating the SADC Regional Railway Corridors for Investments,2024,Journal of Transport and Supply Chain Management,18,,a934,,,,0,10.4102/jtscm.v18i0.934,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185653118&doi=10.4102%2fjtscm.v18i0.934&partnerID=40&md5=386c21a134c50c2db3f4d91b043eb8ec,"Background: According to the Southern African Development Community (SADC) the Southern African railway network extends homogenously through 1067mm cape gauge across 12 of the 15 SADC nations. Nonetheless, the network is constrained from efficient and effective operation due to insufficient investment in maintaining and upgrading affected tracks and equipment apart from inadequate human capital. This article presents the case of regulation as a plausible solution. Objectives: To advocate for railway economic regulation as a means for enabling investment in SADC regional railway corridors. Method: Literature review on global best practices on regulation that induces transport and infrastructure sector investment, and a market research study on railway corridor investment policy assertions and Economic Regulation of the Regional Railway Corridor for Investment. Results: Current SADC regional railway corridor markets do not encourage steady or sustainable investments and there is a need for further exploration on more investment subsidies and crowding-in on intergovernmental agreements for pertinent development. Conclusion: Attracting investments into a railway corridor market is an aspect of economic regulation, which necessitates the establishment of market confidence, predictability, and transparency, as observed in Brazil. The legislative provisions, market access codes, and incentives as implemented in the USA, Europe, Australia, and Japan are also crucial investment inducement. Contribution: The articles presents a profound approach to regional railway corridor investments consideration as it puts to questions the current practice of isolated sovereign attempts. It advocates for joint intergovernmental effort for sustainable and competitive regional railway corridor investments. © 2024. The Authors.",economic rents; investment; railway economic regulation; regional railway corridor; subsidies; transport policy,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85185653118,background according southern african development community sadc southern african railway network extends homogenously through 1067mm cape gauge across sadc nations nonetheless network constrained efficient effective operation due insufficient investment maintaining upgrading affected tracks equipment apart inadequate human capital article presents case regulation plausible solution objectives advocate railway economic regulation means enabling investment sadc regional railway corridors method literature review global practices regulation induces transport infrastructure sector investment market research study railway corridor investment policy assertions economic regulation regional railway corridor investment results current sadc regional railway corridor markets do not encourage steady sustainable investments need further exploration more investment subsidies crowding intergovernmental agreements pertinent development conclusion attracting investments into railway corridor market aspect economic regulation which necessitates establishment market confidence predictability transparency observed brazil legislative provisions market access codes incentives implemented usa europe australia japan are crucial investment inducement contribution articles presents profound approach regional railway corridor investments consideration it puts questions current practice isolated sovereign attempts it advocates joint intergovernmental effort sustainable competitive regional railway corridor investments © authors,"['railway corridor', 'regional railway', 'economic regulation', 'southern african', 'sadc regional']"
1022,Adewumi A.S.; Opoku A.; Dangana Z.,"Adewumi, Ayomikun Solomon (57204881758); Opoku, Alex (55218370900); Dangana, Zainab (56426492000)",57204881758; 55218370900; 56426492000,"Sustainability assessment frameworks for delivering Environmental, Social, and Governance (ESG) targets: A case of Building Research Establishment Environmental Assessment Method (BREEAM) UK New Construction",2024,Corporate Social Responsibility and Environmental Management,,,,,,,0,10.1002/csr.2768,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188424044&doi=10.1002%2fcsr.2768&partnerID=40&md5=6e48d098a083fa5f5cf4d4d7c31fe567,"Due to the potential role of the construction industry in addressing the global challenge of climate change, stakeholders are beginning to develop the environmental, social and governance (ESG) framework. Prior to this, several assessment frameworks such as the building research establishment environmental assessment methods (BREEAM), LEED, and Green Star Certification amongst others have evolved to evaluate a development against an array of sustainability indicators. Through document analysis, this paper explores the extent sustainability assessment frameworks can help UK construction companies demonstrate their commitment to ESG targets. Findings show that although the BREEAM assessment framework captured environmental and social aspects to some extent, there appears to be much desired in its consideration for governance issues. Subsequent versions of the assessment frameworks should attempt to include some of these credits that are not currently included in the framework to guarantee stakeholders that the uptake of the framework in the decision-making process would help to deliver ESG targets. © 2024 The Authors. Corporate Social Responsibility and Environmental Management published by ERP Environment and John Wiley & Sons Ltd.",BREEAM UK new construction; climate change; construction industry; decision-making; ESG; stakeholders; sustainability assessment framework; UK,,Article,Article in press,,Scopus,2-s2.0-85188424044,due potential role construction industry addressing global challenge climate change stakeholders are beginning develop environmental social governance esg framework prior several assessment frameworks such building research establishment environmental assessment methods breeam leed green star certification amongst others have evolved evaluate development against array sustainability indicators through document analysis paper explores extent sustainability assessment frameworks can help uk construction companies demonstrate commitment esg targets findings show although breeam assessment framework captured environmental social aspects some extent appears much desired its consideration governance issues subsequent versions assessment frameworks attempt include some these credits are not currently included framework guarantee stakeholders uptake framework decision making process help deliver esg targets © authors corporate social responsibility environmental management published erp environment john wiley sons ltd,"['assessment frameworks', 'esg targets', 'environmental social', 'framework prior', 'others have']"
1023,Mao Z.; Wang S.; Lin Y.-E.,"Mao, Zhihong (58910604700); Wang, Siyang (58910209700); Lin, Yu-En (57215589439)",58910604700; 58910209700; 57215589439,"ESG, ESG rating divergence and earnings management: Evidence from China",2024,Corporate Social Responsibility and Environmental Management,,,,,,,1,10.1002/csr.2748,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186203038&doi=10.1002%2fcsr.2748&partnerID=40&md5=1f1d4ecf01d211c441ebb0d2122d9500,"The existing studies on the relationship between ESG and earnings management provide mixed evidence and ignore ESG rating divergence. Using a sample of Chinese listed firms from 2009 to 2021, we examine the effect of ESG performance on earnings management under different levels of ESG rating divergence. The results reveal a negative association between ESG performance and earnings management. Meanwhile, among firms with high (low) ESG rating divergence, our results show that the degree of earnings management rises (falls) when the firms engage in ESG practices. Our findings are robust to alternative variable definitions and the Heckman two-stage selection model. In addition, we exclude alternative explanations and consider the effect of greenwashing. Cross-sectional analyses show that the moderating effect of ESG rating divergence is significant only among firms with greater CEO power and higher agency costs, suggesting that agency problems are the mechanism by which ESG rating divergence positively moderates the relationship between ESG performance and earnings management. This study advances the existing research on ESG and earnings quality by presenting new empirical evidence and revisits ESG rating divergence through the lens of agency theory, revealing that management could use ESG for opportunistic behavior in the presence of ESG rating divergence. Our study shows that the divergence in ESG ratings can affect the economic consequences of firms' ESG practices, offering insights for future research on ESG and ESG rating divergence and for regulators to improve the regulation of ESG disclosure and rating. © 2024 ERP Environment and John Wiley & Sons Ltd.",earnings management; earnings quality; ESG; ESG rating divergence,,Article,Article in press,,Scopus,2-s2.0-85186203038,existing studies relationship between esg earnings management provide mixed evidence ignore esg rating divergence using sample chinese listed firms examine effect esg performance earnings management under different levels esg rating divergence results reveal negative association between esg performance earnings management meanwhile firms high low esg rating divergence results show degree earnings management rises falls when firms engage esg practices findings are robust alternative variable definitions heckman two stage selection model addition exclude alternative explanations consider effect greenwashing cross sectional analyses show moderating effect esg rating divergence significant only firms greater power higher agency costs suggesting agency problems are mechanism which esg rating divergence positively moderates relationship between esg performance earnings management study advances existing research esg earnings quality presenting new empirical evidence revisits esg rating divergence through lens agency theory revealing management use esg opportunistic behavior presence esg rating divergence study divergence esg ratings can affect economic consequences firms esg practices offering insights future research esg esg rating divergence regulators improve regulation esg disclosure rating © erp environment john wiley sons ltd,"['rating divergence', 'esg rating', 'earnings management', 'between esg', 'esg performance']"
1024,Mukhtaruddin; Susanto H.; Rahmah S.M.; Saftiana Y.; Kalsum U.,"Mukhtaruddin (57212621563); Susanto, Hendra (57212554770); Rahmah, Septiani Maulida (58952771400); Saftiana, Yulia (57200204631); Kalsum, Umi (57222316275)",57212621563; 57212554770; 58952771400; 57200204631; 57222316275,"Tax avoidance practices: Effect of environmental, social, and governance, earning management, and company size as moderating variable (Study on LQ45 companies listed in Indonesia stock exchange)",2024,Asian Economic and Financial Review,14,2,,127,142,15.0,0,10.55493/5002.v14i2.5010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188515509&doi=10.55493%2f5002.v14i2.5010&partnerID=40&md5=9ac447ac4d36bf7149a7190c28f81281,"This study examines the effect of environmental, social, and governance factors, earning management, and company size as moderating variables. Tax avoidance (TA) is an action taken by taxpayers to legally avoid taxes that does not violate tax regulations. Taxpayers use TA to reduce their tax liability by taking advantage of loopholes in the tax code . For example, reporting net income is smaller than it actually is. This study investigates the factors that influence tax avoidance. The factors are environment al, social, and governance (ESG) and earnings management (EM), with company size (CS) as a moderating variable. This study employed a quantitative methodology and used secondary data as the data type. The population of study is LQ45 Company for the years 2017-2021. The samples are selected based on some criteria. Based on those criteria, thirty companies were selected for the sample. Multiple linear analysis methods and moderate regression analysis are used in hypothesis testing. The statistical testing of the study found that EM had no impact on TA, while ESG had a considerable beneficial impact on TA. The impact of EM on TA can be both moderated and strengthened by CS, whereas the impact of ESG on TA cannot be. The management decisions made by the business are connected to the ESG activities the business is engaged in. The company's ESG efforts need to be carefully monitored to prevent increased TA tactics. © 2024 AESS Publications. All Rights Reserved.",Company size; Earning management; ESG; Tax avoidance,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85188515509,study examines effect environmental social governance factors earning management company size moderating variables tax avoidance ta action taken taxpayers legally avoid taxes does not violate tax regulations taxpayers use ta reduce tax liability taking advantage loopholes tax code reporting net income smaller than it actually study investigates factors influence tax avoidance factors are environment al social governance esg earnings management em company size cs moderating variable study employed quantitative methodology used secondary data data type population study lq45 company years samples are selected based some criteria based those criteria thirty companies were selected sample multiple linear analysis methods moderate regression analysis are used hypothesis testing statistical testing study found em had no impact ta while esg had considerable beneficial impact ta impact em ta can both moderated strengthened cs whereas impact esg ta cannot management decisions made business are connected esg activities business engaged company s esg efforts need carefully monitored prevent increased ta tactics © aess publications all rights reserved,"['tax avoidance', 'social governance', 'impact ta', 'company size', 'quantitative methodology']"
1025,Pan C.; Su X.; Zhong X.,"Pan, Chao (57217227034); Su, Xin (49662316200); Zhong, Xi (57220960631)",57217227034; 49662316200; 57220960631,Not all faultlines are created equal: The heterogeneous impact of TMT faultlines on a firm's ESG disclosure,2024,"Business Ethics, the Environment and Responsibility",,,,,,,0,10.1111/beer.12667,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185305367&doi=10.1111%2fbeer.12667&partnerID=40&md5=4aba46ee4a0f5433787921bb26cc6ae5,"Driven by the theory of sustainable development, Chinese firms have gradually realized the importance of ESG disclosure. Executives play a core role in ESG decision-making, but whether and how top management team (TMT) faultlines affect ESG disclosure has yet to be systematically discussed. Based on the attention-based view and faultline theory, we select 6456 observations of 910 Chinese A-share listed firms from 2012 to 2021 as the research object to empirically test the above critical practical issues that have not been fully answered. We find that TMT information-based faultlines improve firms' ESG disclosure, but TMT social category faultlines reduce firms' ESG disclosure. In addition, the internal mechanism test showed that the TMT's future-oriented attention plays a mediating role in the above relationship. Finally, we also find that institutional shareholding enhances the positive impact of the TMT's future-oriented attention on ESG disclosure. This study enriches the literature on TMT faultlines and ESG disclosure, demonstrating that the composition of the TMT and its attention allocation are important factors for promoting firms' ESG disclosure. The conclusions of this study can help firms strengthen their ESG disclosure by building efficient TMTs and provide important implications for firms to better fulfill their ESG responsibilities. © 2024 John Wiley & Sons Ltd.",attention-based view; ESG disclosure; institutional shareholding; TMT faultlines,,Article,Article in press,,Scopus,2-s2.0-85185305367,driven theory sustainable development chinese firms have gradually realized importance esg disclosure executives play core role esg decision making but whether how top management team tmt faultlines affect esg disclosure yet systematically discussed based attention based view faultline theory select observations chinese share listed firms research object empirically test above critical practical issues have not been fully answered find tmt information based faultlines improve firms esg disclosure but tmt social category faultlines reduce firms esg disclosure addition internal mechanism test showed tmt s future oriented attention plays mediating role above relationship finally find institutional shareholding enhances positive impact tmt s future oriented attention esg disclosure study enriches literature tmt faultlines esg disclosure demonstrating composition tmt its attention allocation are important factors promoting firms esg disclosure conclusions study can help firms strengthen esg disclosure building efficient tmts provide important implications firms better fulfill esg responsibilities © john wiley sons ltd,"['esg disclosure', 'firms esg', 'oriented attention', 'future oriented', 'tmt faultlines']"
1026,Paridhi; Saini N.; Shri C.,"Paridhi (58248001800); Saini, Neha (58825209400); Shri, Charu (56982942800)",58248001800; 58825209400; 56982942800,"Environmental, social, and governance reporting adoption factors for sustainable development at the country level",2024,"Environment, Development and Sustainability",,,,,,,0,10.1007/s10668-024-04537-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185272522&doi=10.1007%2fs10668-024-04537-1&partnerID=40&md5=c3b7d94309a52e34bd502cca7dc955df,"The adoption of environmental, social, and governance reporting (ESGR) varies among nations due to the influence of various factors, specific to countries. Previous research has focused primarily on the institutional factors, revealing a gap in understanding the role of macroeconomic factors in the adoption of ESGR at the national level. The current study investigates various factors (including their interrelationship) that influences the successful adoption of ESGR at the country level. The study also proposes an empirical model for the efficient and effective adoption of ESGR. This pioneering study employs a structural model using Total interpretive structural modeling (TISM) method to explore the hierarchical relationship among factors. Further, Matrice d’Impacts Croisés Multiplication Appliquée áun Classement (MICMAC) analysis is administered to identify driver-dependent relationship among the factors. The study categorizes key factors influencing countries’ ESGR adoption for sustainable development at three levels (1) strategic factors which require action at the grassroots level as political stability, the attitude of elected government, and natural and human Resources, (2) operational factors which support and strengthen the adoption process as economic development, competitive landscape, technical awareness, and public behavior, and (3) performance factors directly responsible for the adoption as regulatory framework and public administrative structure of a country. The study contributes to academic knowledge by advancing theoretical perspectives, enabling comparative analyses, and fostering methodological advancements. It provides assistance to government and policymakers in establishing a robust and comprehensive ESGR landscape that supports sustainable and responsible business practices globally. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.","Cross-country analysis; Environmental, social, and governance reporting; ESG reporting adoption drivers; MICMAC analysis; Sustainable development; Total interpretative structural modeling (TISM)",,Article,Article in press,,Scopus,2-s2.0-85185272522,adoption environmental social governance reporting esgr varies nations due influence various factors specific countries previous research focused primarily institutional factors revealing gap understanding role macroeconomic factors adoption esgr national level current study investigates various factors including interrelationship influences successful adoption esgr country level study proposes empirical model efficient effective adoption esgr pioneering study employs structural model using total interpretive structural modeling tism method explore hierarchical relationship factors further matrice d’impacts croisés multiplication appliquée áun classement micmac analysis administered identify driver dependent relationship factors study categorizes key factors influencing countries’ esgr adoption sustainable development three levels strategic factors which require action grassroots level political stability attitude elected government natural human resources operational factors which support strengthen adoption process economic development competitive landscape technical awareness public behavior performance factors directly responsible adoption regulatory framework public administrative structure country study contributes academic knowledge advancing theoretical perspectives enabling comparative analyses fostering methodological advancements it provides assistance government policymakers establishing robust comprehensive esgr landscape supports sustainable responsible business practices globally © author s under exclusive licence springer nature v,"['adoption esgr', 'relationship factors', 'factors which', 'various factors', 'modeling tism']"
1027,Yamahaki C.; Marchewitz C.,"Yamahaki, Camila (57188553100); Marchewitz, Catherine (58569217300)",57188553100; 58569217300,Collaborative investor engagement with policymakers: changing the rules of the game?,2024,Qualitative Research in Financial Markets,,,,,,,0,10.1108/QRFM-08-2023-0201,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189133095&doi=10.1108%2fQRFM-08-2023-0201&partnerID=40&md5=62f4571c3e71e82dee5012258926a983,"Purpose: Applying universal ownership theory and drawing on a multiplecase study design, this study aims to analyze what drives institutional investors to engage with government entities and what challenges they find in the process. Design/methodology/approach: The authors relied on document analysis and conducted 12 semi-structured interviews with representatives from asset owners, asset managers, investor associations and academia. Findings: The authors identify a trend where investors conduct policy engagement to fulfill their fiduciary duty, improve investment risk management and create an enabling environment for sustainable investments. As for engagement challenges, investors report the longer-term horizon, a perceived limited influence toward governments, the need for capacity building for investors and governments, as well as the difficulty in accessing government representatives. Originality/value: This research contributes to filling a gap in the literature on this new form of investor activism, as a growing number of investors engage with sovereign entities on environmental, social and governance issues. © 2024, Emerald Publishing Limited.",Environmental social and governance (ESG); Public policy engagement; Shareholder activism; Shareholder engagement; Sovereign engagement; Sustainable finance; Universal ownership,,Article,Article in press,All Open Access; Green Open Access,Scopus,2-s2.0-85189133095,purpose applying universal ownership theory drawing multiplecase study design study aims analyze what drives institutional investors engage government entities what challenges they find process design methodology approach authors relied document analysis conducted semi structured interviews representatives asset owners asset managers investor associations academia findings authors identify trend where investors conduct policy engagement fulfill fiduciary duty improve investment risk management create enabling environment sustainable investments engagement challenges investors report longer term horizon perceived limited influence toward governments need capacity building investors governments well difficulty accessing government representatives originality value research contributes filling gap literature new form investor activism growing number investors engage sovereign entities environmental social governance issues © emerald publishing limited,"['investors engage', 'perceived limited', 'ownership theory', 'owners asset', 'originality value']"
